source_image,driving_video,find_best_frame,result_path,elapsed_time
assets/source.png,assets/driving.mp4,True,results/output_0_0_True.mp4,22.02209711074829
assets/source.png,assets/driving.mp4,False,results/output_0_0_False.mp4,5.665986061096191
assets/source.png,assets/driving3D.mp4,True,results/output_0_1_True.mp4,15.801782608032227
assets/source.png,assets/driving3D.mp4,False,results/output_0_1_False.mp4,8.174091577529907
assets/source.png,assets/driving3D_all.mp4,True,results/output_0_2_True.mp4,56.07044553756714
assets/source.png,assets/driving3D_all.mp4,False,results/output_0_2_False.mp4,31.897626161575317
assets/source.png,assets/driving3d_fs.mp4,True,results/output_0_3_True.mp4,16.406002044677734
assets/source.png,assets/driving3d_fs.mp4,False,results/output_0_3_False.mp4,8.31536340713501
assets/source.png,assets/driving3d_fl.mp4,True,results/output_0_4_True.mp4,48.16362237930298
assets/source.png,assets/driving3d_fl.mp4,False,results/output_0_4_False.mp4,26.863918781280518
assets/source_glass.png,assets/driving.mp4,True,results/output_1_0_True.mp4,12.19338345527649
assets/source_glass.png,assets/driving.mp4,False,results/output_1_0_False.mp4,5.430029392242432
assets/source_glass.png,assets/driving3D.mp4,True,results/output_1_1_True.mp4,15.477173089981079
assets/source_glass.png,assets/driving3D.mp4,False,results/output_1_1_False.mp4,7.840271472930908
assets/source_glass.png,assets/driving3D_all.mp4,True,results/output_1_2_True.mp4,55.797338247299194
assets/source_glass.png,assets/driving3D_all.mp4,False,results/output_1_2_False.mp4,31.624616622924805
assets/source_glass.png,assets/driving3d_fs.mp4,True,results/output_1_3_True.mp4,16.248618602752686
assets/source_glass.png,assets/driving3d_fs.mp4,False,results/output_1_3_False.mp4,8.103226900100708
assets/source_glass.png,assets/driving3d_fl.mp4,True,results/output_1_4_True.mp4,47.97003722190857
assets/source_glass.png,assets/driving3d_fl.mp4,False,results/output_1_4_False.mp4,26.45486044883728
assets/source_noglass.png,assets/driving.mp4,True,results/output_2_0_True.mp4,11.850887298583984
assets/source_noglass.png,assets/driving.mp4,False,results/output_2_0_False.mp4,5.385111093521118
assets/source_noglass.png,assets/driving3D.mp4,True,results/output_2_1_True.mp4,15.447360515594482
assets/source_noglass.png,assets/driving3D.mp4,False,results/output_2_1_False.mp4,7.792641878128052
assets/source_noglass.png,assets/driving3D_all.mp4,True,results/output_2_2_True.mp4,55.9001030921936
assets/source_noglass.png,assets/driving3D_all.mp4,False,results/output_2_2_False.mp4,31.57029938697815
assets/source_noglass.png,assets/driving3d_fs.mp4,True,results/output_2_3_True.mp4,16.17508292198181
assets/source_noglass.png,assets/driving3d_fs.mp4,False,results/output_2_3_False.mp4,8.027531862258911
assets/source_noglass.png,assets/driving3d_fl.mp4,True,results/output_2_4_True.mp4,47.944188833236694
assets/source_noglass.png,assets/driving3d_fl.mp4,False,results/output_2_4_False.mp4,26.412744283676147
assets/source_ai.png,assets/driving.mp4,True,results/output_3_0_True.mp4,11.785655975341797
assets/source_ai.png,assets/driving.mp4,False,results/output_3_0_False.mp4,5.322664022445679
assets/source_ai.png,assets/driving3D.mp4,True,results/output_3_1_True.mp4,15.51109504699707
assets/source_ai.png,assets/driving3D.mp4,False,results/output_3_1_False.mp4,7.7417662143707275
assets/source_ai.png,assets/driving3D_all.mp4,True,results/output_3_2_True.mp4,55.879398345947266
assets/source_ai.png,assets/driving3D_all.mp4,False,results/output_3_2_False.mp4,31.48185896873474
assets/source_ai.png,assets/driving3d_fs.mp4,True,results/output_3_3_True.mp4,16.10644555091858
assets/source_ai.png,assets/driving3d_fs.mp4,False,results/output_3_3_False.mp4,8.00165319442749
assets/source_ai.png,assets/driving3d_fl.mp4,True,results/output_3_4_True.mp4,48.031941175460815
assets/source_ai.png,assets/driving3d_fl.mp4,False,results/output_3_4_False.mp4,26.464702129364014
